B827EB6DE54A,2024-06-11,02:28:59,29.51,82.74,8,5,11,45,65535,4,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:01,29.49,82.76,8,5,11,45,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:02,29.52,82.71,9,5,12,45,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:03,29.51,82.67,9,5,12,45,65535,4,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:04,29.52,82.67,8,5,12,46,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:05,29.53,82.65,9,6,13,45,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:06,29.53,82.67,9,6,13,46,65535,2,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:07,29.51,82.63,10,6,13,45,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:08,29.52,82.59,10,6,13,45,65535,3,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:09,29.51,82.6,10,6,13,46,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:11,29.53,82.61,10,6,13,45,65535,4,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:12,29.53,82.59,11,6,14,44,65535,11,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:13,29.55,82.58,11,6,14,43,65535,5,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:14,29.56,82.54,11,7,15,44,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:15,29.56,82.54,11,7,15,44,65535,7,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:16,29.56,82.5,11,7,15,43,65535,2,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:17,29.56,82.5,11,6,14,43,65535,7,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:18,29.58,82.51,11,6,14,43,65535,4,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:20,29.55,82.46,11,5,14,44,65535,2,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:21,29.56,82.47,12,6,15,43,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:25,29.58,82.45,12,6,15,43,65535,8,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:26,29.59,82.43,11,5,14,44,65535,2,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:27,29.58,82.41,11,6,14,43,65535,1,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:28,29.58,82.38,11,6,14,44,65535,3,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:30,29.58,82.39,11,6,14,43,65535,5,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:31,29.59,82.39,12,6,15,43,65535,5,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:32,29.56,82.38,11,6,15,45,65535,3,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:33,29.61,82.37,11,6,15,45,65535,5,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:34,29.59,82.37,11,6,15,45,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:35,29.62,82.35,12,6,16,46,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:36,29.62,82.35,12,6,16,45,65535,11,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:37,29.59,82.35,13,6,18,46,65535,4,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:38,29.62,82.37,14,7,19,45,65535,5,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:40,29.61,82.37,14,7,19,46,65535,3,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:41,29.62,82.36,15,8,20,46,65535,9,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:42,29.62,82.39,16,8,19,44,65535,9,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:43,29.62,82.34,16,8,19,43,65535,0,0,0,0,0,,
B827EB6DE54A,2024-06-11,02:29:44,29.62,82.34,16,8,19,45,65535,0,0,0,0,0,,
